[server] starting; models config = [("step37", "/home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf", None)]
[gpu-watch] Xid source: journalctl -k -f (/dev/kmsg unreadable — kernel.dmesg_restrict)
[gpu-watch] on: every 60s, probe deadline 10s, fatal Xid [48, 64, 79, 94, 95, 119, 120]
[worker] Engine ready (device=1, MEMRA_FAST=true)
[spec-gate] policy placement=pp2-cross-device LOW=0 HIGH=1 source=placement-default spec-admission=off
[spec-k] automatic table: prompt<1024 -> K=3; cold-long -> K=3; prompt>= 1024 and cached>= 1024 -> K=2
[worker] loading model "step37" <- /home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf
[meter] admit id=chatcmpl-ef7dc97a580f001a218752ae60c89db1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9e4652d74956518f7c6b1f43dd2c128e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-19553e7029f1c27a7faec1e966385340 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-62e3cfef92aaa3bd77c93a49f0e58c95 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e8478338e3abf9a16a63bb61e56d56af tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2f99da7174292080d03d02fd94c938fc tenant=default lane=interactive model="step37"
[step35-batch] first B>1 batched step35 walk: B=7 layers=[0,22)
[dual-pp] dual-active PP-2 decode engaged (default OFF; two waves)
[meter] admit id=chatcmpl-a1e75e761a883ad010ca6c8df730a23e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-108bd00adbe563c392bd8b476e027d00 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-47a4e7cf6aa46e8a420a8dc2ecbc8d9d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b4452a41a42ed9fb501d2d557cc3ccf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-362d43f140a1d98cd89ce290f94ed12d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-46f639032b13d251c08dd4e975038423 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fbdcf9548fb6f1cb71a8062750ddab65 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-64983d31a6636c17175c5d3c88117b63 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1de511bc07f455aaf3ea59aebd8f1829 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fa29b4837ab4219e8620a4782d33a358 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fb24cdb1a2d48569d2aca5270ce69ea7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b2ceff5c6b9b3a88d47405369e29d59 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-409ae7c15c8da93c301f8a989b5b609a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4cfa5264d5005f748d58df0859493b7e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5e2deacaad05cfc32aea8ad23645c151 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dbd3545d5822d2e79cf8ce74faf963e0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f72865bcadef4f84b72e8700709dd2df tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0dee984f8b47effd2835f7cafd78ba52 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0c5e645832a1e8d6d52016a2a48bdf13 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5fa26f741e9ef5361e7c32c7948f15a0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a228fbd64f5026ba6f5604b0f0c7331c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5659499e9c8c9ac0b8a48e0d62d366cd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d4a209ad64125a7ec12b378d881ddbb0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b991db46d03d4994dc60d031c527bd04 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1a993e46f5135199a7dc81466df88659 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ed04c3ec95c062aa93121f6d52c0011f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1d6f6a1887c3a6d6f6c39cd574a50efd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-182196ee98564b98c596301ccbffd560 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c514d9b91765cfe936ab8f2f3f1992c4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6b5203adc16eb3c7db27276209f78188 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7c5e7b15ee75202adafda88b35b08875 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b29f2dd7f3566247c03663ffdb831f51 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c9ed0c91961d3ae4413df86bd8b8ec8f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0e8c9d491d897b87696fbd237f0cc887 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7c413a6e778c28f679fd15510bbb3d42 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-63592b289cd7105748a92add99781f97 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-097be8788087b1c66139b61f4585d2e1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-84a7d439d5ea4742922719e4bc7916c1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-71ac5a1e2b2e7444f9aebbb4aa1b91ac tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3bcacd503cc5e8ae6e30a75d3825d4cc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-34ac010c5c0798c7b235b5f853be6f35 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ef9d2ab1b8b3862a6d9fc2e779144700 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-755bdc93814222ba07041b75b7367c44 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-73d1b7813588b9dcda5e90ad8e8f9811 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2233665089a900af3598e717aca36ef2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-db711832d2a96d165f3901b9eceffba7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6aed3b82eddeeadd434c7bfffa7c113b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-da5dd281336838e3245dbf8faba17e9d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c347ca80c5a6af7032ad7fcdb40be510 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c1cc3cadb96c5e1f1a7e4129cedc665e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ed56e33e2c4c380b8bd042a18b4174a4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-877591bc35a349894be50beb24c789f2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-23ea9297c78ad1ebeb50e45c38dd2479 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-66be5821c0c8897f3b367b0b0e7b58a9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eeeec81d801114046d533cf5eaea2100 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fd6c07107dbb908b3e68ae5813072e28 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9cd0b0d2df49d9b78e55c5a1e9d485c7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-98b282cb92cfeccac6fae28763b7df0a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d5c963864c726676604f8531f90a8bf8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-548f63ea658b3059aabc3a616dd343fa tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b671d9fd98fed0437dd4415b1ec1f3d1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3050777f75d9978f2a792d27cd8c9ef2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b5c4eab8d1e492686ae644e951662950 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-150decc28a8c3fd7f9243882e1528eea tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a93ddbfa564abc1836523b320d5ea941 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ebf145686d720cb7872e1c25b89c7460 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c4b8c7abf57c2ba70c46d5e4896db832 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-20cf21899959a8941a8d30d03fa4babc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8ce85b3551fd54398425172b4bc7d8b0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7a64d2f69806cc63f1b22035e285f2fb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-60b825267f22aa9fec90bd154bca802e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c83d7ac944a3694797524cfc16171445 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-537ad6558449f25f961375ff62e9a27c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5d20d764428519097676338afff0800d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a7ae58e094711d60185ff19af6302d7f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8a812f25cd76483e4ee39cd7a0569169 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-131a44e07c6933f39e7007090aa8a028 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c5ad061077152358464aba566abd3a8d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-48550961a27ef0d1beb213f3792c127e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b785ab4a4d1d4cbed2833b2c7f508a57 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-075a6f79430579f2c5e0668fd1aaec4f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5889bd46dc71869697129e3de99940a7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8edd64f17386a2b7534c2987e267fa18 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ab0979a6a3aa3a74a3f22974afedad59 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ff125079f67a113a4ac000f6d5e0a8ff tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-377b812ef53538c8c468f64177446ccf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e97504a4bb702f6c0e05a9ab273b4377 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5e761213a0408b97d5586b0ffdd90afd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-10a43dc04bb93d9d19bf884101920a66 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f2781da9ae0540ae120ab29bc63bab33 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4396cfe99b3c08af95d62f60d3eaeb07 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-68bc763105392dc75c0daad813cc8d55 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c1397be131070271288483e421fb959e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-05bda0e8012858ac920a30cda034b36c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-aa0727a690edb82ee00acb608e87cd4b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d4123adc7a1a95673a21ac02b57cc9fb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-646f7f0af9f4323b31a95ef0a9c5f787 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bc0bcd59584f46263540407adc372fc9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fead98717ab59c570d35ced06d00a242 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5e32a91c5e5b23ef6c7b3ed144c3da71 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3fcf3947052f2912623958cd912736da tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2b130489c38cbccf21bd8aad47d648ff tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c814f36f0bfd801dc58c49d7ab99e711 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9a4803429074dff92b407c62d0193340 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-caeab8b5c65652dce1798f2624cb9047 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6d7a43e73bc56131e3b0a668ae350f4a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7212309235f44819bb74ca5cfb2ee854 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-09e2b9cac8a0b280558f8b7a994b5d08 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-105a68d2a9598b2d22b983061e0fc0e3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-832f2f601850f122068999bd7254ac8e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fb4ff4c77ade8bd1202e87206ef83f2a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a80bdf686c7cf92776ef30e0cc3724ef tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-020c46a96f0143d5772d04adae1f40ae tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1cda04c9c1bf71e8acc1fe5216645af3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-282d177d6b58e91341fddf66741bab69 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-10207598294d236819e1e56b8b43fbc9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4e06ee5cb888ce364210974eb1e36128 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a876546575950fc84362bda62875227d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cb2f207c63e1b3b227bb4f344271a7e8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9d218911ef20cfdcfad8f1827eeb7afd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1df1d54ff0cacf6a603391af6dd2fbbe tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-887438227607519aedb964684042570c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b99d993c2d03516878df31014dfbaac tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-369b5c945055ef0144a983d0270f0169 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3e32a97e85f6d828aa645c15aa6584eb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f78fdb50676e8d87c8f650abb7cab148 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8ff89012926d90e8afa2856961095026 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1f29b7a310523e9f7ef9bd963a669795 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-820932b564d225970957d12ed59eae9c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9e8033bf600f426bda7e865bce23bdbf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4292f58232765204c11ea0eb6f791a53 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-975c9ecafd1a6621ffc6e613d9baeb92 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-86644ff6f1590cae9f0e3177cf4a5149 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0a184b10d76ddc1b6302bcfb34b42055 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-96c484d1a56e56dde8fc17ac4e7e60f3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-224270c0404521a892dc19d56e475535 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9a10fbf8606e3edbd9e1c1063ebc251f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5846394de22f49d6125378f6515aa1d3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-856a65c422d3160ef1eb7c753d98c20b tenant=default lane=interactive model="step37"
[server] SIGTERM: draining (0 in flight, deadline 30s)
[server] drain complete in 0.0s; exiting
[server] GPU worker shutdown complete
