[server] starting; models config = [("step37", "/home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf", None)]
[gpu-watch] Xid source: journalctl -k -f (/dev/kmsg unreadable — kernel.dmesg_restrict)
[gpu-watch] on: every 60s, probe deadline 10s, fatal Xid [48, 64, 79, 94, 95, 119, 120]
[worker] Engine ready (device=1, MEMRA_FAST=true)
[spec-gate] policy placement=pp2-cross-device LOW=0 HIGH=1 source=placement-default spec-admission=off
[spec-k] automatic table: prompt<1024 -> K=3; cold-long -> K=3; prompt>= 1024 and cached>= 1024 -> K=2
[worker] loading model "step37" <- /home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf
[meter] admit id=chatcmpl-e0c9a00703dd5ba23a2f63208eab29f9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-239a8e3058277e9a6d76cccfb79f687f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2d57406c355672a9b29590bbda909661 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9fd0f7eb00037178fdfc46f649f01c50 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-05e9a157a9b7e27e6ae76045c7f5db33 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-923a98f8be2f19bd1c7e0b83e63078b1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1eaeb7f2fa4522a28fa0d26cb7f874ea tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3b6afe610d3d6485c6e41e4662aa9cdb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-40b142fd0c1beef3b24764983f1470ca tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1c45f42f841efb3bb6f602256c9721fc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3a35f8529d5d9ab8bae7f365fe2e189f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b2ded71975ad502696dc10e77f76fa29 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a949d07a0c0e1cd86f554aee490e7ba3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-10289db50039b8ef273882977575b6d1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-df495e0f2c349f271a829445570c6a0e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-459390d9d2301ca82dc5b83e589f6585 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5bfc5b727d65613ee111de02a99b9d5b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-35baa21f0d8e7edc3876768a94a5c518 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3558a947c850b8f24e2632477b01c275 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-31eb27982b1b9913ba796d57ee317e8a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f79104adcd544992e1c025150a8caef5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7a0b02c6434d5e3fd23603257b8173ac tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4d40d6703d9cd0133401437bad873bc0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b077a9d2131eb0bce3e81701ac794270 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-64b9c83489eefcb41e4492f5606271f1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3735cd59bee75098bb2b2e68cc0aed33 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-319f7d4cd504a6e71d65b822cecd084d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e10a418f956065b7334cab45bb2e75d1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c010d65c65c1d4b158da25f07e7b6a8b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-33fb5210db7f4faaaa400939ab6507f9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d284ca5801db84306bbda76362514821 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-502f40aa1fa4256966ac8dc282494cd1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8e970b3cde8a75fef82f4ad728c734ae tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e5f23cc0b50d36ee6dcadb67191dad99 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cb58e7649baf8e3f7e05bf84c73aceb3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5d9fd9741c7a30ad70e3b203153e414d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2a20cf1e7229e6ebed0edb5e3ddfbd26 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e3bfca66e0a14eae43e7a619cd4cff23 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b10d8aecf3af7766503ce6376af09267 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f61e4fab255a58a35396ab7013321eb9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a99592a64e4a5d22625febab30b3a71b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9dd4bbe863ee781ed0b1c1ea77e76d7e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a30008ebcf41b95b02edc634da9aeef9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eb2c89c0dcc7942ee706607f5c3bd50d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b641ae57fa7a1ca02e9b63bf63d57d80 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a1b1a892004b3c5f8411ba63ab706b74 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-43a29221b066fa3180b9eb57b29adf1e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c50670c168b4f6a0d4651e87419eb841 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ee1404945465dfb56eca65e1b0e574b9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c10ec77fbb2b0ca311f9e1bfd25fdbee tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8ce702f416d6bf2e36d3ccb8fb821b8c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ffcfb333ba8e9ff9c41ec03a27844baa tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6c6a80b988d8db2d1f190a5bac38b6fb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b2301351c5ab9ad67cfb5dce70a0630f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fa80a1cab91bd456315a79825d5fc5d4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bd8dcf2d5be7a1f2341e7143d9592220 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-074151b2f6ac001ca3a6d4a742e89990 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-23715c1e07bc55710bbd8bda94b4095a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d6749c3c03e43f2ab95765f01ee51f75 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f5ed836c8afa1f94e3be9a14ee022d07 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fe2ce2793d339db9939439cf6d1e0b08 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f5883798378b967bdc2590ad9230fb24 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5978337a1d5e20415d4a46c084b0e68d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-259562482ff94e1c01f1d46c461d589b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cb2d90e1a87256f20f4ecbc678980356 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7ba35849e26fbb3bb5eb4f31c16fb62e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9bfd90f444f63bb0405806ebb334431d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-02f40836fc1ba09e93ee1f6b6fa6831c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-44dedab38c5e470c7feb87f721061a67 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fdae43e3840ef1baeaf6ccf0f3e57c85 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b1cf2d6c21cabeba073267e1dde73131 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4bfbec08f7a3e05635d1b5b01d8c271e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3fb972d7da2fea603064b31ab9a9b23d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4e3522fecd84cc8305abf27260b2f9ad tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fde1087d385eb3dab4ebee6e6da6510d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9d3d810a3b72a49a2b252fbdb71c1a2b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-42783176a97bdcffcece210c6e16644d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-00218b9da1b48d1cc2b2bdd4dba51de0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9448913a999313a55c4f6f905df650a9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-acdf3d9768e4717be356c222fff41e4f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-581a01e6b109e304e990298ed975b362 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fefae1128595c06403883acabcb6d700 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8de238d7999fb0e73a0e6ae05bd158b1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-18571b9be536059bb65fc6758f8d4479 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-570b09222e274b4e712208dc242e3255 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f7bad5529777f45cbbeaeedcbbe624d9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5d8b7a810241c95e1c7dfc95b0c4fc04 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c1b6ffaffc27629cd6a7d962aea0e9cc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-49d781c2156b08c7360010593450c611 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-574c0efd046c7437672145634f241bd2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f4df0a60fd9dc1c8f1efc47c60f783cd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ae6dc9c2e60afbfb0a6e725056e54bdf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e0d43c944aba5395f2a0dd0d2f110ae1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7fb8a7b809c4ff4645e3e606104c163b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-63ef3a48506ae44bf9cd801b1b395e4a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-da433d8461f516586800cb8d5247de3f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-023620b448351017addd6ef1a5fc91d1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c40608a16819280a6984cd7bcf54aca8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2273cfabd6888e946b0b6c7aa94a92a8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e7f70da3e6c234507394aa327ee95f2d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b329255820e8b7900f5b176e8ed53e9c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-97c1015948b8da88f234dc178afae956 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1485c622a0e7fe66f4873c2f63c88018 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8c62cacb6ee543d000411e8197152913 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-70a2dcaa0bf84de60c66f16ab150632e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d0a70af8e13ac1c07608e70756a100e4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-910d50851ebc5fb2d9fc51f5686578bd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0212ffcae4c9810783bcac5545f1cb51 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-82e4de4eaed5d797d3a2e81cdfaf981e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f6d21945155c5839be18a3e9c827e68a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2e269e6d0b185c7b2d8ce86210dfcc46 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1330eefd44ad9085facb45b64e00c728 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bc13fb96302a53c23b7b7fe62854565a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f695e2aa89afae066dd7b00312f7e1e3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-58e9600fdd81f4b42599195751e0a3fb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9355db468b8ed1554d6bae590a078430 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b200a6c27ba780cbd33ed668e9dde496 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b27b7d80eb3caacc31131fb027d9740e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-36da7808c09a64c6342a8477b0704807 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b561206667e7cd53da0d0199f4607536 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-94175e05d233310d654b1a61d81d08a7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2addb8b20e3282a3d9d2605a831c295d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-13d9a53a60b3c1146cc2679d3f58a62d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2bf3390c22b27ab3bbd030f53272070d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-616de742dd0f6fcfe33abdd90a223b42 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-21666279eac8dbcd111167ba56410646 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1739b22ebf882960d35f3a3b5313d32f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4bab8b07520bebb1d00af2a426efbb33 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-520b9fe842396e204e3327b1e89b80f4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-75bfa3484ddde1a3bf1279966e3ca476 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4a1ec2f0b7e4832846ae87900e58d42f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d5409e4898126ecbea0f80d44de0eee0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-041c158ae5cd9f2774ee1a62b724abfb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-99730fedbba39fe4e28c379d9d727f90 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3c396fb1d79f5c545593162accc44d41 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2f321d2489692325e8932704f4df876f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0e2bda8aabffceba2b103e21c3851653 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-724d3a5dfbc77146c22d46187ebab462 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a4d1728a44022c3ede116bb38e3fb550 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2cf80bbeafe7f11b5ed6f8b3ce4ddc00 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-203de5abb09e21934369e4698b69da0e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-37b28ff5205a7ed3f6226e28c1c1f498 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-367069a9d60f4003718df2caebc03db5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0bb7880c51c5449c65244983bed27889 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d6d46c389bd4fcfdeb77d8cdf35cfa41 tenant=default lane=interactive model="step37"
[server] SIGTERM: draining (0 in flight, deadline 30s)
[server] drain complete in 0.0s; exiting
[server] GPU worker shutdown complete
