[server] starting; models config = [("step37", "/home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf", None)]
[gpu-watch] Xid source: journalctl -k -f (/dev/kmsg unreadable — kernel.dmesg_restrict)
[gpu-watch] on: every 60s, probe deadline 10s, fatal Xid [48, 64, 79, 94, 95, 119, 120]
[worker] Engine ready (device=1, MEMRA_FAST=true)
[spec-gate] policy placement=pp2-cross-device LOW=0 HIGH=1 source=placement-default spec-admission=off
[spec-k] automatic table: prompt<1024 -> K=3; cold-long -> K=3; prompt>= 1024 and cached>= 1024 -> K=2
[worker] loading model "step37" <- /home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf
[meter] admit id=chatcmpl-9bc5aabba3a5f9f2037f6231ff09729b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-aede6f5d99a1a7324c2179ec563b50ae tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5d6dde13f47156df97498ffedb0e1727 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-75d4fcdb6283b1213f11870ccec7d8d9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-740d9b5eb0af875cdcae95caaaae9f44 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fb44febb4591b6587881a65aaf893aa9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d1664ffe9df033dee0492737b769ddf0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a3dce3e954f2161e9ce405e4651ae3b5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6a679da8dc6ecedba3fe43ee461aa198 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ab78b39d733c66cd7342e9f80a011466 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dd3ac5cdb544cae6039053d1797a94bf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d7d7477de0920ed20a9e8fbeb03f650a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d156fa364cd895184aaaf4925dc92861 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d1e2cfc6fd712c6817b42142e20648f5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b583e34c4e2bbde9603a4c71e3a493d6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bc43e4019d782e4706277011e1b8868f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-72c625f174866268688f7fbea3d87cb4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-58a09ccc0be2da01105f141ac5b95d3a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b431daeb3d646ce347ef2b3cd01ba02d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-270b1762dd9da82827eb445e245e4eda tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bb0489329d4fc68d822ee361160631c9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-143ac24cdc3a23393d0746b7a5847574 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ea972bf51913bdc898a225505b8ba0bc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-76a80c53260b1f70868a9c858030ebae tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-50c9e7804baa05d98bcb3c9d1ba94589 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-60668bd887c7ab08a457a81e7dd753c4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b12c535efa2dadf00965e21e165efafc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f3c96c31d1969dab4646bbc0bcfcd115 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7c62051de145a5b44b5bbc857c4106e1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-adc738f8b5d66208f726c0dc092e6ce6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-958b6bfa15a7623dd65c3e945d29833d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-51f523a0f01168e59890233857c5cf48 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9faf1ffcc756aacf327ecbdb9b1f3626 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d790735fac55b052d36811cab2f87a56 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-65a05abd93b568da9fafb1c71c43ecb4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-64d8bec7753b7ab5e185b2913cdef7b5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c304b08c7ee2fbd612715cf48755b42d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ff96145970d263e72cc3c05396021718 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-49b4f52f09fdb387d77b4c68feb6d270 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-706eff698c368b269dcc2dfa18ed2ecb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8539f19eb2fa1c819bdd031a0d67b2e0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5ec30766ed289d686519bfa968faba74 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b4ffd7fe303ab62da97b626b63a0d869 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-af1ea40a189569f436fa3aff78e89a01 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2d986ac456fcef2e05397d1c08eda074 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-14dcadffb5a1be979c76fc1c4edb8c9e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-929d8e0c7098fb2979a297b4a4915ea6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8dd89840a557042f383325e87cfa042c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7329c5a91e3af7b3a819e9d274c2c6a0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e96a6196d8848737ace3b74f6f27b78a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-16218b8a31fc705484b33d4a145082c0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f6f9dfde00f4c26dd3ea8893a4ea981d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-812948dc9c9c74a365659aa1c48221ad tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4de999c38e6521b99c8c096cad59fbdd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d9991fbc3824a6efdc4be89d6fb41a69 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e6887f3a2af6d203095f74f64f1d6333 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-82b633fa1ad2e0bdefacceac23fa66d4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3d2319593abe19be91bb2695770ab7f4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5a27461d9fbc116019b940e9b1d97438 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ee27602b6f48444efada28b2b011b820 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8e0d232038f465c4da7985c500aa50c9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-905cf89a94154671414480b626117887 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bc1a95117e8a3fe86722150c93fd3057 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-530ee8a473467e0a0ee0eee383d47ae1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8b4078d37146155a846b862b8d346395 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c4b1972d1021efe3dac2fe11282e4712 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bb6cc74fb2c40f4de17e8f04cbe0520e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cbf329d1850dddee7bbb0421795ecdbe tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f2879d16528d8e896acd9ab005e41588 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-de791cedd6b1831221e65508acdf6784 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e5ffe2486d14d1c31e4a5964c2b2bf3d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-847d72a3d20297d48fb040d047246dd8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-930f7602fe22075a7eaeb46ce0c9d867 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-692a6364fdff4dc90416b802f130f889 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-55e6e9bc36a224882087a78e440a1cda tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2aba9018544a805fb3c2f05b66d0c560 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f66cf35151dd0fb63687a16e3c937310 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4c088f17413239ea3707a43c7ed783f4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-79e4526f763721eb8f3a282205c7e5f8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-454be54d4a9868e5fb57797fca41599b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f49dbf34f204185236e19904478a46b6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6e4a8c5635bdaf6b526aef60abcf27ad tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a9acb205a1db46d669020a82edb83a3a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dcf1aaa7984df4ff55481fae02be50f5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e0aea69569f9b6d18888034265bbae3f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dc41598ca9a34deec1020d6bbddf73cc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dadfa68272e4621e887ddadfb545df28 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7d5a28ad4ece46b960140d47b046434a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7f6773a14203960a7a855b9f61e2c8eb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-18eb24fae1652e8a7a72b2d418642e42 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-58757561369535aec085381b57948ca8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f1c062df4184d936a4b1529985c0fe78 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5a7445a2131976908c2d44c1c946a546 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-960940d64951b973a38de435d6871d3c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6709503062b2f834fedf819ebd246b42 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2724defe5e43912157439a69102b1124 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dd6dd689958a9268981d3341c828a955 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eb7ea93d6077c3a411543e53a4cff048 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-83a511a6eedf84b18c72e279ac89b19e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b8b027d17b30319d29b403e97ec6fcf2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2c72389f06353c8c9dcec1a456b40b15 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6fc1b76f14bf11981feec7fb6a9f6964 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3b8a357eab28dfcef5a459034202be96 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e36dfba956cb1ee3a6e39891856efb84 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6aa24c7b9634b10a3c4fd643d06dbbf0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-29036be84f909e8113e4405e66e09f83 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-38b5e0ad676ea9b4a0a2a24850a4152e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c50974faa61963cee94533911bd742c0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9f20b6679b08cf9eda2bdaf7944c8258 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-37cc484551ca9a313254b9d3476c3ffd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cb0559f9fb180faf9a123bdf3201e6c2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ef592b534e8cb23604e27c89605933ab tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c2fcfb5d49508918215a38aa6d7033c4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ab5e39fad483db6f4bf0e10caeca4a61 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9233b6355a7d2970738783c20c6b1ed9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-90a4ad7e93bf48ce708101f3b083ba5f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-19e07e0469bbc5ba5124331f0d8a6425 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a6f894a10709f2c1e6663e22fcab454f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2e9ce9926c35984e851f5b457026e3e8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fca0be6ffc615df53f76bea35ebd4180 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b7d5f12811b3564ac18416598e00963 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-390305d08ed8f161af26a0cab898a6a4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-28e2f90c6f67281b204761cc165aa7d3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-79e1ddfcd666e2c6828424361b616462 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3981e5ed5211ea1b8500125d6106ade6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b6c23e7e5e6b272e6d0e8134220fe955 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-57e42d4ab4e7052b43e306c9c7681dfb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c1028dee61fe1134e4749db3a82affbd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-648b0c5e1c5a562485c2785b1e656163 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c6e89b16067a65409085d2bd7d87a7d4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fe46df64aa35dab1fa8113ca5387e5c9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7396f8a783146bdb978e809abb2bf16f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fcffdcd7b5443b20839339d3cf09fb9e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-daaabe74dcbb05a2610faa7ebc3af13b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-dd19d0165be233d034b33a7d2718eb99 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f8c77faa9c34a001142111e5591f8135 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-17a42e3eb676c97a0dc10e9567c07e60 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b7aca61e99f2d0542268c8b9a4d09b97 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-61a1bde4bdad86cb6c8d4d51512c4933 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2e5f9a5ba62d7b219c17290ac43aa128 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-297e2413c15e2a92061ff0d660c8455c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-da5cfe4e48e4585e90ddc4247d28fb60 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-08e9ecbb0fbce07d808cee0f236a78a5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e15c7c17050e4444523ad5699783a787 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fd7c816300cd425e2ae4bfc29564845a tenant=default lane=interactive model="step37"
[server] SIGTERM: draining (0 in flight, deadline 30s)
[server] drain complete in 0.0s; exiting
[server] GPU worker shutdown complete
