# qwen4exp_real_gate	label=ship-thinkon	binary_sha256=6307988375a174e78f463d2d3b2964b4ee9173bfe2e956813c304ba902c82790	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: Some(1), pmin: 0.3 }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# spec-ab k=5: plain greedy decode vs spec_generate, fresh states per arm per rep
rep	arm	tokens	ms_per_token	tok_per_s	accept_rate	mean_accept_len
0	plain	256	15.64	63.94	-	-
0	spec	256	13.38	74.74	0.613	1.92
# round-cost	rep=0	rounds=133	chain_ms=2.09	replay_ms=0.71	verify_ms=22.60	cross_ms=0.020	draft_prefill_ms=26.0	zero_draft=31	guard_stops=41	plain_steps=0	k_decays=[]
1	plain	256	15.59	64.14	-	-
1	spec	256	13.37	74.80	0.613	1.92
# round-cost	rep=1	rounds=133	chain_ms=2.09	replay_ms=0.71	verify_ms=22.60	cross_ms=0.020	draft_prefill_ms=23.9	zero_draft=31	guard_stops=41	plain_steps=0	k_decays=[]
2	plain	256	15.62	64.02	-	-
2	spec	256	13.17	75.95	0.613	1.92
# round-cost	rep=2	rounds=133	chain_ms=2.09	replay_ms=0.71	verify_ms=22.22	cross_ms=0.020	draft_prefill_ms=23.8	zero_draft=31	guard_stops=41	plain_steps=0	k_decays=[]
3	plain	256	15.60	64.11	-	-
3	spec	256	13.19	75.79	0.613	1.92
# round-cost	rep=3	rounds=133	chain_ms=2.09	replay_ms=0.71	verify_ms=22.27	cross_ms=0.020	draft_prefill_ms=23.7	zero_draft=31	guard_stops=41	plain_steps=0	k_decays=[]
4	plain	256	15.50	64.51	-	-
4	spec	256	13.09	76.37	0.613	1.92
# round-cost	rep=4	rounds=133	chain_ms=2.09	replay_ms=0.72	verify_ms=22.08	cross_ms=0.020	draft_prefill_ms=23.7	zero_draft=31	guard_stops=41	plain_steps=0	k_decays=[]
# arm plain	mean_of_means_ms=15.59	min=15.50	max=15.64	tok_per_s=64.14
# arm spec	mean_of_means_ms=13.24	min=13.09	max=13.38	tok_per_s=75.53
# rep0_plain_vs_spec_first_divergence	-1
# accept_hist_total	315,205,75,35,25,10
# rep0_plain	1596,1144,4087,1156,25,328,11670,411,4667,5792,5829,709,310,3203,14,11093,11,45328,279,1412,50921,6681,11,321,1910,1092,4203,364,264,19260,421,1429,310,1440,264,4667,1149,271,3850,1156,3105,914,3300,709,13,14235,4222,2466,364,1970,30,1921,6970,3481,13553,4087,30,14235,7936,1534,13,14235,6970,1528,1144,3889,709,13,1921,8106,628,3300,3683,13,14235,25705,25,5335,4667,5792,5829,709,310,3203,14,11093,45328,1412,50921,6681,11,321,1910,19260,4203,13,8439,874,1970,11,567,628,1910,4338,3300,709,11,694,1048,2873,4437,5215,13,14235,6970,6088,1412,35718,4667,50921,25,4667,3831,11,1067,553,20776,14,11093,25,2430,5787,11,460,1067,13,54184,25,874,4667,11,958,2454,4613,1380,2805,730,466,641,3282,11591,6947,13,78503,6681,25,413,4667,2512,440,1412,11,7602,14,6897,26,413,2512,440,819,321,869,11,8563,869,26,413,4667,2512,5081,2942,30,5829,25827,5802,2957,13,14235,20480,413,4667,2496,2512,30,7076,2496,88749,30,1921,3203,14,11093,628,914,20480,20078,7014,9345,13,14235,20480,63723,3659,30,1368,3889,709,6526,4667,13716,6799,440,1412,11,3203,709,1220,2430,13716,6799,30,32645,3203,709,4523,17030,10896,11,524,63723,2430,13,1368,19260,3481,63723,2430,30,21964,5792,709,2493,2430,13716,6799,466
# rep0_spec	1596,1144,4087,1156,25,328,11670,411,4667,5792,5829,709,310,3203,14,11093,11,45328,279,1412,50921,6681,11,321,1910,1092,4203,364,264,19260,421,1429,310,1440,264,4667,1149,271,3850,1156,3105,914,3300,709,13,14235,4222,2466,364,1970,30,1921,6970,3481,13553,4087,30,14235,7936,1534,13,14235,6970,1528,1144,3889,709,13,1921,8106,628,3300,3683,13,14235,25705,25,5335,4667,5792,5829,709,310,3203,14,11093,45328,1412,50921,6681,11,321,1910,19260,4203,13,8439,874,1970,11,567,628,1910,4338,3300,709,11,694,1048,2873,4437,5215,13,14235,6970,6088,1412,35718,4667,50921,25,4667,3831,11,1067,553,20776,14,11093,25,2430,5787,11,460,1067,13,54184,25,874,4667,11,958,2454,4613,1380,2805,730,466,641,3282,11591,6947,13,78503,6681,25,413,4667,2512,440,1412,11,7602,14,6897,26,413,2512,440,819,321,869,11,8563,869,26,413,4667,2512,5081,2942,30,5829,25827,5802,2957,13,14235,20480,413,4667,2496,2512,30,7076,2496,88749,30,1921,3203,14,11093,628,914,20480,20078,7014,9345,13,14235,20480,63723,3659,30,1368,3889,709,6526,4667,13716,6799,440,1412,11,3203,709,1220,2430,13716,6799,30,32645,3203,709,4523,17030,10896,11,524,63723,2430,13,1368,19260,3481,63723,2430,30,21964,5792,709,2493,2430,13716,6799,466
