[server] starting; models config = [("step37", "/home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf", None)]
[gpu-watch] Xid source: journalctl -k -f (/dev/kmsg unreadable — kernel.dmesg_restrict)
[gpu-watch] on: every 60s, probe deadline 10s, fatal Xid [48, 64, 79, 94, 95, 119, 120]
[worker] Engine ready (device=1, MEMRA_FAST=true)
[spec-gate] policy placement=pp2-cross-device LOW=0 HIGH=1 source=placement-default spec-admission=off
[spec-k] automatic table: prompt<1024 -> K=3; cold-long -> K=3; prompt>= 1024 and cached>= 1024 -> K=2
[worker] loading model "step37" <- /home/ubuntu/step37/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf
[meter] admit id=chatcmpl-43d1fd81ff30490794e512afd6ff0bd5 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-db87ac7a5b85e5e0122e37cefa1074c8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b427e463cc31f8074c15a3b23196a06f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9c852f481a394b29dcdd0098922a9eab tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4937fcf77e563af53f058a11ff9add64 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-22228ddaea7b2b494a1fd746ac33f027 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-96268db7c4f4af8a62fe3b2d7017f86b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e09bdc4d8e01145ee2a79d38887e5815 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-168d5d748dbbb0143b373591345c3a01 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-adba021def68641131877436bc199fa2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a45d928c440b0fb2e9422804fe2c399d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5cc312093259ff13ba9ff8eb3b039750 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c96af6a925e9f5e59f018a824fec0e65 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8a44fb12c81d70e02c37605ca299e9b4 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7b38fb501f747a667daf25dbcad99e64 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-27de788af2d27f0cb8d24573a099298f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7bc32aae1d3c12549eaf85668f0418de tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2962a8c4cbf2d155a11e03d546b4c8fc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e1250d92d9c85195233a10cb2709a329 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eaa3e7fb6b9f7c8786b0f545809ad9db tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-6715364aafb31433d9666f33954a7ea8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b87c5b4cb523c02a353ee78c321e05e6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-208b78905d4ee5a19d5d80781aaff620 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3dffc2728d609b27e71635509a6a8a2e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a1ea8c2bf4528e5389dd324ae25b353d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-09bda4033ed9d7b71ffdb8b3d4730b76 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-faa3e3e09cc3dacee2cecad9f4b86ea0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-add36ae6c98e58ae6cd6485b67b3f533 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c15f01622e5331277a9300ec4f1c5d9b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0d5f000e4e24a60a536962d048a8e138 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-67fdd4c1d9bef0ea2f6e00785403f20d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0e07a29595e0df8d280bc8a38f365672 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8f3bfc4c3a6225bf79d7c54279a18e1c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2e6117adc43029623aebd6e0d3a14db9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a1f32a77a55e7a2d3b6c648a477692bc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b2ab020b513a3e8affe0ebb8d3004a13 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7ef168f075e26bfeac00363f58ef1942 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3f898261ecffd8b6439e7e8bdf328d08 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-312b3728b60b9651e5a400ecf5f9e8ff tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ff2154125024abe8190642d5a5635e15 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-184f86cda4aa11eb36c998588f61f9dc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9db167abc9bb6f34683cdc54e9aca6f8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d381cea7e25339faf42e5231d3f4b51b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fe95332701a4e2758d9826ef82627cb1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3a90eda48cddccad238c9309bb63e67f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-123486d4d0d193eaae5cf251f61a4f75 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a4fd0fc798e838be32a0a1b3e0cf56bd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4e3e15348a11fb6292090045d1c17d8b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e26986cab738b13f8a406bdf80bf9c9d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2acd7b943c14b8ae0cd2c1d33319b81b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b816c5994992d9d404cf42e5d74fbbee tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f7821f52d479b96887f561d1f497ed28 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b30f1f5af47644851dfb8723b8ac2fb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-5a2d9055162e8ec31f8059f61ebf5c72 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eaa20861a4e0682e104dc3af3199c788 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4031326a41ac133cc3cbd2aeca611386 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1b19d4e12b5975bce39e99bfdf4dfee6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-ceb27667f89868afc65a44a29fdec3ae tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d7577b99d6dafd2da63564bb24c7f68c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-afcefae383242927bf2f3b4aef342f4f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-13a6fc19fcf24d0ec61e2890d9f8a4be tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-4073331e5840c5d38eda367bf8f6b123 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b175d06cd674905da633985e4319eb87 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-44cd407b2c2a12659a71dfe3a4fc9631 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9902e23ba7ef04f7127d3f7a2ec0f40c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-aeca9e58e998a8c5ae5342f49f17c241 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2901431734bd5b8dfe7e40967b557449 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-39c38fe171b5118a3fe60df64c57e79d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-80b32f050c8e3983f4889f181efeea97 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-8a860d564612e55746894b1f327752d2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a41160cb8045a3849fe75f7f7db9ca08 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-eea7c4561efeaa7cb8e62d6f73b3b1ff tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-15ffa2e533e58c0d0f4c667f2a764692 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-81fef69236ec83c4252b24a232433d54 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f8a6a825267fbbb964e87db12a310368 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a55db1c88f98a5472be7783054457216 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-05bb19d03eded6643adb5c8efafd4dbe tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b9b524c9b2d611f32290c336402624df tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-55fef38a9747bc52958632a1142eaadc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b8d4604dacb6aca80b95071ca8d917b3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f18b759b2c94c3e80f5276acc8b1eb5b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-49063e91ec75cfef9d042c02d478bd8e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-72c3f41f37c81e20f055587756374864 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-86ba19be9150b1c66303131e83057ed7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1fab6ad884e95ba23ee224029786c80b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-672d743239fbbd7fff282968b76a7a67 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-416dcc6d7a2f6b02662809ffa3eda771 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-209c046a9af94eb9c6ea614559ec48e1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3d4a1ca2a8acae4d915ba00b9785427f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2dbd8a87a0d9066a3450cf4971646542 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-0cfde4e97927b7ed7f3fa735aea4250f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-61fea22c124ddd09e9fd11e90f780f8e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e393de1d1e2346e732fd46b5200657cb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3d9a19ae73cbdd7ab327098a0ab53ca6 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-52179a8047b13a4fe64e06fb76dff318 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-229f6fb49e9cc0020b491cba52e3d145 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1820ee2b664c7c0eb162569c475316eb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9b0f4d0875568b9df800554aa743d511 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1ba6b43a49b8b173617592f356ffd2c0 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-565c9b2b4a878ac7b05bd63fe3d084c8 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fde21c11315d204b32eb503cf67a8a41 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b517b2626edf0aef2d147885b47496e1 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-52c5eb7c345fcb282f00163eea9c99aa tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-109fa4f4027b11ca09f074489522f49e tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-471818d1c98f4f75ab37cdb0ab1a591f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-cb9485e6973fef2b0c191921b43bc379 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-97407f00c69cb8c324959e1665aaa3eb tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a2366da9ad071d8b9ddc1c895e2923ba tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2ffe0137a957b0701fe8cd3ab3aa776d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c7acd4420a4bf63329147c961711b89f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-73062540eb3eac1812b10dc981ecc076 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-26795f21176572b5d9fee3e4fed8ee4d tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-1f49333628a6b1b49dd23ebc04399c9a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-7f618d09d07bdaec3f7503c08cb5dbbe tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-437ccf61679da3c9d4dcc7761717e974 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2032e0f3fdc9b385d5b296be14e704bf tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-20e258f9ade100dbfbe77621acd8471a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-a3d9cdea525507ba9ba824d007d2091f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-fc27b2c3c1c6086551da0bb262000f44 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-301c3dfff81482b691c475b5a363f4f3 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-2088a284d85861d2c99db7b2342c8c51 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b63cbd0c0bf440b6a92b5ea0e7cda0fe tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-bcb69ce229d438878a880c8e84681933 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-e6045dc3257365591a4054684ba34091 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-de49afb6b881c4263f543f9b183759be tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3ccceafe338f4adc1707c5516faf6560 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-95c727a4ed3a181204094e5d57c6cd26 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c36722faf4cfedafa899b6063d292c4f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-3698e83840d1c3f47fd16fc88567b92f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-14d488c8b7b9f61bc4fbf49cbc863a8a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-d06f534227cd311b4e9b08b4da1467a2 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-688563106dc5a1237d56e8bd052566dc tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-94d0bdcb262294a6dbada0d215961afd tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b936b20d2597e100e4beadd7af1311a7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-96a479a91379ce5dfca0b89b9ece2994 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-97365e1338552f6892bca10209c6c86b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-aedcfeba275b6cf66efa555af117436a tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-79f88a4a96906d31347982790c33281b tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-9bcc14935c03a79256b019d1a8fa1ab7 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-43724138145bd648ca7ffc593f6d1a57 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-95bdfd6d4e7b2a6fc12b1e4abb2810df tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-c92a19c5eef41b49bdf32c25e8c0c4f9 tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-b4f99576615c31f5edd86e6473e28e1f tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-f34c13360c90d1a87a3f5a4249f7302c tenant=default lane=interactive model="step37"
[meter] admit id=chatcmpl-905b4e0e0369af9163f54d80856c5998 tenant=default lane=interactive model="step37"
[server] SIGTERM: draining (0 in flight, deadline 30s)
[server] drain complete in 0.0s; exiting
[server] GPU worker shutdown complete
